pokedex_number,name,generation,classfication,abilities,height_m,weight_kg,type1,type2,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fighting,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,capture_rate,base_egg_steps,base_happiness,is_legendary,is_mythical,is_mega
588,Karrablast,5,Clamping Pokemon,"['Swarm', 'Shed Skin', 'No Guard']",0.5,5.9000000000000004,Bug,,315,50,75,45,40,45,60,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,200,3855,70,0,0,0
589,Escavalier,5,Cavalry Pokemon,"['Swarm', 'Shell Armor', 'Overcoat']",1,33,Bug,Steel,495,70,135,105,60,105,20,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,75,3855,70,0,0,0
590,Foongus,5,Mushroom Pokemon,"['Effect Spore', 'Regenerator']",0.20000000000000001,1,Grass,Poison,294,69,55,45,55,55,15,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,190,5140,70,0,0,0
591,Amoonguss,5,Mushroom Pokemon,"['Effect Spore', 'Regenerator']",0.59999999999999987,10.5,Grass,Poison,464,114,85,70,85,80,30,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,75,5140,70,0,0,0
592,Frillish,5,Floating Pokemon,"['Water Absorb', 'Cursed Body', 'Damp']",1.2,33,Water,Ghost,335,55,40,50,65,85,40,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0,190,5140,70,0,0,0
593,Jellicent,5,Floating Pokemon,"['Water Absorb', 'Cursed Body', 'Damp']",2.2000000000000002,135,Water,Ghost,480,100,60,70,85,105,60,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0,60,5140,70,0,0,0
594,Alomomola,5,Caring Pokemon,"['Healer', 'Hydration', 'Regenerator']",1.2,31.600000000000001,Water,,470,165,75,80,40,45,65,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,10280,70,0,0,0
595,Joltik,5,Attaching Pokemon,"['Compound Eyes', 'Unnerve', 'Swarm']",0.10000000000000001,0.59999999999999987,Bug,Electric,319,50,47,50,57,50,65,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,190,5140,70,0,0,0
596,Galvantula,5,EleSpider Pokemon,"['Compound Eyes', 'Unnerve', 'Swarm']",0.80000000000000004,14.300000000000001,Bug,Electric,472,70,77,60,97,60,108,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,75,5140,70,0,0,0
597,Ferroseed,5,Thorn Seed Pokemon,"['Iron Barbs', 'Anticipation']",0.59999999999999987,18.800000000000001,Grass,Steel,305,44,50,91,24,86,10,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,255,5140,70,0,0,0
598,Ferrothorn,5,Thorn Pod Pokemon,"['Iron Barbs', 'Anticipation']",1,110,Grass,Steel,489,74,94,131,54,116,20,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,90,5140,70,0,0,0
599,Klink,5,Gear Pokemon,"['Plus', 'Minus', 'Clear Body']",0.29999999999999988,21,Steel,,300,40,55,70,45,60,30,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,130,5140,70,0,0,0
600,Klang,5,Gear Pokemon,"['Plus', 'Minus', 'Clear Body']",0.59999999999999987,51,Steel,,440,60,80,95,70,85,50,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,60,5140,70,0,0,0
601,Klinklang,5,Gear Pokemon,"['Plus', 'Minus', 'Clear Body']",0.59999999999999987,81,Steel,,520,60,100,115,70,85,90,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,30,5140,70,0,0,0
602,Tynamo,5,EleFish Pokemon,['Levitate'],0.20000000000000001,0.29999999999999988,Electric,,275,35,55,40,45,40,60,1,1,1,0.5,1,1,1,0.5,1,1,0,1,1,1,1,1,0.5,1,190,5140,70,0,0,0
603,Eelektrik,5,EleFish Pokemon,['Levitate'],1.2,22,Electric,,405,65,85,70,75,70,40,1,1,1,0.5,1,1,1,0.5,1,1,0,1,1,1,1,1,0.5,1,60,5140,70,0,0,0
604,Eelektross,5,EleFish Pokemon,['Levitate'],2.1000000000000001,80.5,Electric,,515,85,115,80,105,80,50,1,1,1,0.5,1,1,1,0.5,1,1,0,1,1,1,1,1,0.5,1,30,5140,70,0,0,0
605,Elgyem,5,Cerebral Pokemon,"['Telepathy', 'Synchronize', 'Analytic']",0.5,9,Psychic,,335,55,55,55,85,55,30,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,255,5140,70,0,0,0
606,Beheeyem,5,Cerebral Pokemon,"['Telepathy', 'Synchronize', 'Analytic']",1,34.5,Psychic,,485,75,75,75,125,95,40,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,90,5140,70,0,0,0
607,Litwick,5,Candle Pokemon,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.29999999999999988,3.1000000000000001,Ghost,Fire,275,50,30,55,65,55,20,0.25,2,1,1,0.5,0,0,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,190,5140,70,0,0,0
608,Lampent,5,Lamp Pokemon,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.59999999999999987,13,Ghost,Fire,370,60,40,60,95,60,55,0.25,2,1,1,0.5,0,0,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,90,5140,70,0,0,0
609,Chandelure,5,Luring Pokemon,"['Flash Fire', 'Flame Body', 'Infiltrator']",1,34.299999999999997,Ghost,Fire,520,60,55,90,145,90,80,0.25,2,1,1,0.5,0,0,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,45,5140,70,0,0,0
610,Axew,5,Tusk Pokemon,"['Rivalry', 'Mold Breaker', 'Unnerve']",0.59999999999999987,18,Dragon,,320,46,87,60,30,40,57,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,10280,35,0,0,0
611,Fraxure,5,Axe Jaw Pokemon,"['Rivalry', 'Mold Breaker', 'Unnerve']",1,36,Dragon,,410,66,117,70,40,50,67,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,60,10280,35,0,0,0
612,Haxorus,5,Axe Jaw Pokemon,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.8,105.5,Dragon,,540,76,147,90,60,70,97,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,10280,35,0,0,0
613,Cubchoo,5,Chill Pokemon,"['Snow Cloak', 'Slush Rush', 'Rattled']",0.5,8.5,Ice,,305,55,70,40,60,40,40,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,120,5140,70,0,0,0
614,Beartic,5,Freezing Pokemon,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",2.6000000000000001,260,Ice,,505,95,130,80,70,80,50,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,5140,70,0,0,0
615,Cryogonal,5,Crystallizing Pokemon,['Levitate'],1.1000000000000001,148,Ice,,515,80,50,50,95,135,105,1,1,1,1,1,2,2,1,1,1,0,0.5,1,1,1,2,2,1,25,6425,70,0,0,0
616,Shelmet,5,Snail Pokemon,"['Hydration', 'Shell Armor', 'Overcoat']",0.40000000000000002,7.7000000000000002,Bug,,305,50,40,85,40,65,25,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,200,3855,70,0,0,0
617,Accelgor,5,Shell Out Pokemon,"['Hydration', 'Sticky Hold', 'Unburden']",0.80000000000000004,25.300000000000001,Bug,,495,80,70,40,100,60,145,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,75,3855,70,0,0,0
618,Stunfisk,5,Trap Pokemon,"['Static', 'Limber', 'Sand Veil']",0.69999999999999984,11,Ground,Electric,471,109,66,84,81,99,32,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,75,5140,70,0,0,0
618,Stunfisk-Galar,5,Trap Pokemon,['Mimicry'],0.69999999999999984,20.5,Ground,Steel,471,109,81,99,66,84,32,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,75,5140,70,0,0,0
619,Mienfoo,5,Martial Arts Pokemon,"['Inner Focus', 'Regenerator', 'Reckless']",0.90000000000000002,20,Fighting,,350,45,85,50,55,50,65,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,180,6425,70,0,0,0
620,Mienshao,5,Martial Arts Pokemon,"['Inner Focus', 'Regenerator', 'Reckless']",1.3999999999999999,35.5,Fighting,,510,65,125,60,95,60,105,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,45,6425,70,0,0,0
621,Druddigon,5,Cave Pokemon,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1.6000000000000001,139,Dragon,,485,77,120,90,60,90,48,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,7710,70,0,0,0
622,Golett,5,Automaton Pokemon,"['Iron Fist', 'Klutz', 'No Guard']",1,92,Ground,Ghost,303,59,74,50,35,50,35,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,190,6425,70,0,0,0
623,Golurk,5,Automaton Pokemon,"['Iron Fist', 'Klutz', 'No Guard']",2.7999999999999998,330,Ground,Ghost,483,89,124,80,55,80,55,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,90,6425,70,0,0,0
624,Pawniard,5,Sharp Blade Pokemon,"['Defiant', 'Inner Focus', 'Pressure']",0.5,10.199999999999999,Dark,Steel,340,45,85,70,40,40,60,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,120,5140,35,0,0,0
625,Bisharp,5,Sword Blade Pokemon,"['Defiant', 'Inner Focus', 'Pressure']",1.6000000000000001,70,Dark,Steel,490,65,125,100,60,70,70,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,45,5140,35,0,0,0
626,Bouffalant,5,Bash Buffalo Pokemon,"['Reckless', 'Sap Sipper', 'Soundproof']",1.6000000000000001,94.599999999999994,Normal,,490,95,110,95,40,95,55,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,5140,70,0,0,0
627,Rufflet,5,Eaglet Pokemon,"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,10.5,Normal,Flying,350,70,83,50,37,50,60,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,190,5140,70,0,0,0
628,Braviary,5,Valiant Pokemon,"['Keen Eye', 'Sheer Force', 'Defiant']",1.5,41,Normal,Flying,510,100,123,75,57,75,80,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,60,5140,70,0,0,0
629,Vullaby,5,Diapered Pokemon,"['Big Pecks', 'Overcoat', 'Weak Armor']",0.5,9,Dark,Flying,370,70,55,75,45,65,60,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,190,5140,35,0,0,0
630,Mandibuzz,5,Bone Vulture Pokemon,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.2,39.5,Dark,Flying,510,110,65,105,55,95,80,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,60,5140,35,0,0,0
631,Heatmor,5,Anteater Pokemon,"['Gluttony', 'Flash Fire', 'White Smoke']",1.3999999999999999,58,Fire,,484,85,97,66,105,66,65,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,90,5140,70,0,0,0
632,Durant,5,Iron Ant Pokemon,"['Swarm', 'Hustle', 'Truant']",0.29999999999999988,33,Bug,Steel,484,58,109,112,48,48,109,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,90,5140,70,0,0,0
633,Deino,5,Irate Pokemon,['Hustle'],0.80000000000000004,17.300000000000001,Dark,Dragon,300,52,65,50,45,50,38,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,45,10280,35,0,0,0
634,Zweilous,5,Hostile Pokemon,['Hustle'],1.3999999999999999,50,Dark,Dragon,420,72,85,70,65,70,58,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,45,10280,35,0,0,0
635,Hydreigon,5,Brutal Pokemon,['Levitate'],1.8,160,Dark,Dragon,600,92,105,90,125,90,98,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,0,2,1,1,0,1,1,0.5,45,10280,35,0,0,0
636,Larvesta,5,Torch Pokemon,"['Flame Body', 'Swarm']",1.1000000000000001,28.800000000000001,Bug,Fire,360,55,85,55,50,55,60,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,45,10280,70,0,0,0
637,Volcarona,5,Sun Pokemon,"['Flame Body', 'Swarm']",1.6000000000000001,46,Bug,Fire,550,85,60,65,135,105,100,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,15,10280,70,0,0,0
638,Cobalion,5,Iron Will Pokemon,['Justified'],2.1000000000000001,250,Steel,Fighting,580,91,90,129,90,72,108,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,3,20560,35,1,0,0
639,Terrakion,5,Cavern Pokemon,['Justified'],1.8999999999999999,260,Rock,Fighting,580,91,129,90,72,90,108,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,3,20560,35,1,0,0
640,Virizion,5,Grassland Pokemon,['Justified'],2,200,Grass,Fighting,580,91,90,72,90,129,108,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,3,20560,35,1,0,0
641,Tornadus,5,Cyclone Pokemon,"['Prankster', 'Defiant']",1.5,63,Flying,,580,79,115,70,125,80,111,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,3,30840,90,1,0,0
641,Tornadus-Therian,5,Cyclone Pokemon,['Regenerator'],1.3999999999999999,63,Flying,,580,79,100,80,110,90,121,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,3,30840,90,1,0,0
642,Thundurus,5,Bolt Strike Pokemon,"['Prankster', 'Defiant']",1.5,61,Electric,Flying,580,79,115,70,125,80,111,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,3,30840,90,1,0,0
642,Thundurus-Therian,5,Bolt Strike Pokemon,['Volt Absorb'],3,61,Electric,Flying,580,79,105,70,145,80,101,0.5,1,1,0,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,3,30840,90,1,0,0
643,Reshiram,5,Vast White Pokemon,['Turboblaze'],3.2000000000000002,330,Dragon,Fire,680,100,120,100,150,120,90,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,3,30840,0,1,0,0
644,Zekrom,5,Deep Black Pokemon,['Teravolt'],2.8999999999999999,345,Dragon,Electric,680,100,150,120,120,100,90,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,3,30840,0,1,0,0
645,Landorus,5,Abundance Pokemon,"['Sand Force', 'Sheer Force']",1.5,68,Ground,Flying,600,89,125,90,115,80,101,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,3,30840,90,1,0,0
645,Landorus-Therian,5,Abundance Pokemon,['Intimidate'],1.3,68,Ground,Flying,600,89,145,90,105,80,91,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,3,30840,90,1,0,0
646,Kyurem,5,Boundary Pokemon,['Pressure'],3,325,Dragon,Ice,660,125,130,90,130,90,95,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,3,30840,0,1,0,0
646,Black Kyurem,5,Boundary Pokemon,['Teravolt'],3.2999999999999998,325,Dragon,Ice,700,125,170,100,120,90,95,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,3,30840,0,1,0,0
646,White Kyurem,5,Boundary Pokemon,['Turboblaze'],3.6000000000000001,325,Dragon,Ice,700,125,120,90,170,100,95,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,3,30840,0,1,0,0
647,Keldeo,5,Colt Pokemon,['Justified'],1.3999999999999999,48.5,Water,Fighting,580,91,72,90,129,90,108,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,3,20560,35,0,1,0
647,Keldeo-Resolute,5,Colt Pokemon,['Justified'],1.3999999999999999,48.5,Water,Fighting,580,91,72,90,129,90,108,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,3,20560,35,0,1,0
648,Meloetta,5,Melody Pokemon,['Serene Grace'],0.59999999999999987,6.5,Normal,Psychic,600,100,77,77,128,128,90,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,3,30840,100,0,1,0
648,Meloetta-Pirouette,5,Melody Pokemon,['Serene Grace'],0.59999999999999987,6.5,Normal,Fighting,600,100,128,90,77,77,128,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,3,30840,100,0,1,0
649,Genesect,5,Paleozoic Pokemon,['Download'],1.5,82.5,Bug,Steel,600,71,120,95,120,95,99,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,3,30840,0,0,1,0
650,Chespin,6,Spiny Nut Pokemon,"['Overgrow', 'Bulletproof']",0.40000000000000002,9,Grass,,313,56,61,65,48,45,38,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5140,70,0,0,0
651,Quilladin,6,Spiny Armor Pokemon,"['Overgrow', 'Bulletproof']",0.69999999999999984,29,Grass,,405,61,78,95,56,58,57,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5140,70,0,0,0
652,Chesnaught,6,Spiny Armor Pokemon,"['Overgrow', 'Bulletproof']",1.6000000000000001,90,Grass,Fighting,530,88,107,122,74,75,64,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,45,5140,70,0,0,0
653,Fennekin,6,Fox Pokemon,"['Blaze', 'Magician']",0.40000000000000002,9.4000000000000004,Fire,,307,40,45,40,62,60,60,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,5140,70,0,0,0
654,Braixen,6,Fox Pokemon,"['Blaze', 'Magician']",1,14.5,Fire,,409,59,59,58,90,70,73,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,5140,70,0,0,0
655,Delphox,6,Fox Pokemon,"['Blaze', 'Magician']",1.5,39,Fire,Psychic,534,75,69,72,114,100,104,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,45,5140,70,0,0,0
656,Froakie,6,Bubble Frog Pokemon,"['Torrent', 'Protean']",0.29999999999999988,7,Water,,314,41,56,40,62,44,71,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,5140,70,0,0,0
657,Frogadier,6,Bubble Frog Pokemon,"['Torrent', 'Protean']",0.59999999999999987,10.9,Water,,405,54,63,52,83,56,97,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,5140,70,0,0,0
658,Greninja-*,6,Ninja Pokemon,"['Torrent', 'Protean']",1.5,40,Water,Dark,530,72,95,67,103,71,122,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,45,5140,70,0,0,0
659,Bunnelby,6,Digging Pokemon,"['Pickup', 'Cheek Pouch', 'Huge Power']",0.40000000000000002,5,Normal,,237,38,36,38,32,36,57,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,3855,70,0,0,0
660,Diggersby,6,Digging Pokemon,"['Pickup', 'Cheek Pouch', 'Huge Power']",1,42.399999999999999,Normal,Ground,423,85,56,77,50,77,78,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,127,3855,70,0,0,0
661,Fletchling,6,Tiny Robin Pokemon,"['Big Pecks', 'Gale Wings']",0.29999999999999988,1.7,Normal,Flying,278,45,50,43,40,38,62,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,255,3855,70,0,0,0
662,Fletchinder,6,Ember Pokemon,"['Flame Body', 'Gale Wings']",0.69999999999999984,16,Fire,Flying,382,62,73,55,56,52,84,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,120,3855,70,0,0,0
663,Talonflame,6,Scorching Pokemon,"['Flame Body', 'Gale Wings']",1.2,24.5,Fire,Flying,499,78,81,71,74,69,126,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,45,3855,70,0,0,0
664,Scatterbug,6,Scatterdust Pokemon,"['Shield Dust', 'Compound Eyes', 'Friend Guard']",0.29999999999999988,2.5,Bug,,200,38,35,40,27,25,35,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,255,3855,70,0,0,0
665,Spewpa,6,Scatterdust Pokemon,"['Shed Skin', 'Friend Guard']",0.29999999999999988,8.4000000000000004,Bug,,213,45,22,60,27,30,29,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,120,3855,70,0,0,0
666,Vivillon,6,Scale Pokemon,"['Shield Dust', 'Compound Eyes', 'Friend Guard']",1.2,17,Bug,Flying,411,80,52,50,90,50,89,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,45,3855,70,0,0,0
667,Litleo,6,Lion Cub Pokemon,"['Rivalry', 'Unnerve', 'Moxie']",0.59999999999999987,13.5,Fire,Normal,369,62,50,58,73,54,72,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,220,5140,70,0,0,0
668,Pyroar,6,Royal Pokemon,"['Rivalry', 'Unnerve', 'Moxie']",1.5,81.5,Fire,Normal,507,86,68,72,109,66,106,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,65,5140,70,0,0,0
669,Flabebe,6,Single Bloom Pokemon,"['Flower Veil', 'Symbiosis']",0.10000000000000001,0.10000000000000001,Fairy,,303,44,38,39,61,79,42,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,225,5140,70,0,0,0
670,Floette,6,Single Bloom Pokemon,"['Flower Veil', 'Symbiosis']",0.20000000000000001,0.90000000000000002,Fairy,,371,54,45,47,75,98,52,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,120,5140,70,0,0,0
671,Florges,6,Garden Pokemon,"['Flower Veil', 'Symbiosis']",1.1000000000000001,10,Fairy,,552,78,65,68,112,154,75,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,45,5140,70,0,0,0
672,Skiddo,6,Mount Pokemon,"['Sap Sipper', 'Grass Pelt']",0.90000000000000002,31,Grass,,350,66,65,48,62,57,52,2,1,1,0.5,1,1,2,2,1,0,0.5,2,1,2,1,1,1,0.5,200,5140,70,0,0,0
673,Gogoat,6,Mount Pokemon,"['Sap Sipper', 'Grass Pelt']",1.7,91,Grass,,531,123,100,62,97,81,68,2,1,1,0.5,1,1,2,2,1,0,0.5,2,1,2,1,1,1,0.5,45,5140,70,0,0,0
674,Pancham,6,Playful Pokemon,"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.59999999999999987,8,Fighting,,348,67,82,62,46,48,43,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,220,6425,70,0,0,0
675,Pangoro,6,Daunting Pokemon,"['Iron Fist', 'Mold Breaker', 'Scrappy']",2.1000000000000001,136,Fighting,Dark,495,95,124,78,69,71,58,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,65,6425,70,0,0,0
676,Furfrou,6,Poodle Pokemon,['Fur Coat'],1.2,28,Normal,,472,75,80,60,65,90,102,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,5140,70,0,0,0
677,Espurr,6,Restraint Pokemon,"['Keen Eye', 'Infiltrator', 'Own Tempo']",0.29999999999999988,3.5,Psychic,,355,62,48,54,63,60,68,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,190,5140,70,0,0,0
678,Meowstic,6,Constraint Pokemon,"['Keen Eye', 'Infiltrator', 'Prankster']",0.59999999999999987,8.5,Psychic,,466,74,48,76,83,81,104,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,5140,70,0,0,0
678,Meowstic-F,6,Constraint Pokemon,"['Keen Eye', 'Infiltrator', 'Competitive']",0.59999999999999987,8.5,Psychic,,466,74,48,76,83,81,104,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,5140,70,0,0,0
679,Honedge,6,Sword Pokemon,['No Guard'],0.80000000000000004,2,Steel,Ghost,325,45,80,100,35,37,28,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,180,5140,70,0,0,0
680,Doublade,6,Sword Pokemon,['No Guard'],0.80000000000000004,4.5,Steel,Ghost,448,59,110,150,45,49,35,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,90,5140,70,0,0,0
681,Aegislash-Blade,6,Royal Sword Pokemon,['Stance Change'],1.7,53,Steel,Ghost,520,60,150,50,150,50,60,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,45,5140,70,0,0,0
681,Aegislash,6,Royal Sword Pokemon,['Stance Change'],1.7,53,Steel,Ghost,520,60,50,150,50,150,60,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,45,5140,70,0,0,0
682,Spritzee,6,Perfume Pokemon,"['Healer', 'Aroma Veil']",0.20000000000000001,0.5,Fairy,,341,78,52,60,63,65,23,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,200,5140,70,0,0,0
683,Aromatisse,6,Fragrance Pokemon,"['Healer', 'Aroma Veil']",0.80000000000000004,15.5,Fairy,,462,101,72,72,99,89,29,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,140,5140,70,0,0,0
684,Swirlix,6,Cotton Candy Pokemon,"['Sweet Veil', 'Unburden']",0.40000000000000002,3.5,Fairy,,341,62,48,66,59,57,49,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,200,5140,70,0,0,0
